CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
824,Germany,Male,43,5,2250.84,4,1,1,53608.15,0
748,Spain,Female,34,3,98900.12,4,0,0,110719.72,0
547,Spain,Male,71,0,146829.95,1,1,1,35775.5,1
396,Spain,Male,45,4,142486.18,3,0,0,161521.95,1
427,France,Female,36,4,187441.89,3,0,1,139205.37,1
473,Germany,Female,44,4,167593.98,2,1,1,156396.69,1
424,France,Female,65,5,69201.7,1,0,1,85786.86,1
708,France,Male,69,10,63910.92,4,0,1,168650.65,0
486,Spain,Male,74,1,116035.45,4,1,0,103774.14,1
439,Germany,Female,36,0,183242.42,3,0,1,27992.82,1
749,Spain,Male,50,1,23456.83,2,1,1,52565.56,0
674,France,Female,68,9,237081.65,1,1,1,145100.03,1
849,Spain,Male,24,5,135788.28,2,0,1,180320.24,1
410,Germany,Female,46,4,76602.1,1,1,1,28085.26,1
487,Spain,Male,72,4,173347.81,2,1,0,174200.81,1
399,Germany,Female,60,5,11181.45,2,0,1,161823.27,0
608,Germany,Male,22,9,121099.23,4,0,1,77746.6,0
810,Spain,Male,47,6,121492.41,3,0,1,140962.59,0
456,France,Female,66,8,40493.82,4,0,1,45520.76,1
462,Spain,Male,60,6,209346.95,3,1,1,164544.73,1
699,France,Male,73,1,199203.03,2,1,0,134894.41,1
603,France,Female,75,5,38183.1,1,1,0,93377.58,1
467,Spain,Male,25,8,90956.82,4,1,0,174258.29,0
842,France,Male,59,6,25107.39,1,1,1,36454.56,1
547,France,Male,29,1,212152.19,4,0,1,170699.27,1
686,Spain,Female,59,2,80830.03,4,1,0,14538.42,1
714,Spain,Female,30,7,109829.08,4,1,1,153108.08,1
400,Spain,Female,43,10,80967.99,1,1,0,118939.17,1
594,France,Female,35,8,77506.5,4,1,1,142377.42,1
752,Germany,Female,59,3,186825.56,4,0,1,88345.46,0
775,France,Male,68,8,186891.56,4,0,1,174243.81,1
384,Germany,Male,69,1,129447.04,1,0,0,69498.31,1
651,Spain,Female,66,10,164404.24,4,1,0,62241.5,1
759,Germany,Male,37,4,127915.8,1,1,0,67332.62,1
848,Spain,Male,33,10,7147.3,3,1,0,157129.13,1
418,Spain,Male,54,1,16501.61,4,0,0,104105.43,1
698,Germany,Male,20,10,95935.14,2,1,0,112046.21,1
669,Spain,Female,44,0,187436.59,3,0,1,168014.53,0
770,Germany,Female,32,4,228306.56,1,1,0,168339.45,1
817,Spain,Male,75,1,7427.08,2,0,0,40730.24,1
398,France,Male,51,6,92007.51,1,0,0,114455.86,1
754,France,Female,62,7,55945.61,1,1,0,33943.46,1
423,Spain,Male,39,1,203801.32,4,1,1,175020.41,0
541,Spain,Male,57,6,211492.04,2,0,0,169031.08,1
610,Germany,Male,40,3,51602.22,1,0,0,171376.28,1
705,France,Female,66,0,177706.81,3,0,0,143923.12,1
419,Germany,Female,21,10,182939.01,4,0,0,98706.69,1
439,Spain,Male,68,2,44264.42,3,0,1,86897.03,0
609,Spain,Male,71,10,108423.98,3,1,1,85092.67,1
475,Germany,Male,74,0,155084.45,4,0,1,22580.43,1
580,Spain,Male,58,4,6516.65,1,1,0,190285.35,1
644,France,Male,40,7,101147.96,3,1,0,95552.37,1
847,Germany,Male,64,0,38739.56,1,1,0,186721.83,1
768,France,Female,26,8,135474.13,1,1,1,177058.93,1
478,France,Female,41,2,210729.4,4,1,1,167435.97,1
629,France,Male,38,4,131188.48,3,0,0,121778.69,0
662,Germany,Female,58,8,8995.9,3,1,0,29295.62,1
449,Spain,Male,63,4,7414.31,4,0,0,71543.18,1
675,France,Male,72,8,151375.79,1,1,1,124681.38,1
646,France,Female,70,9,81995.39,1,0,0,12556.6,1
531,France,Female,33,7,143166.63,4,1,1,18099.87,0
523,Spain,Male,73,6,40909.28,1,0,1,138756.04,1
665,Spain,Male,72,10,194215.59,1,0,1,178758.54,1
713,Germany,Female,42,0,215179.93,3,0,1,172480.99,1
537,Spain,Female,43,3,222306.4,1,1,0,41947.6,1
406,Germany,Male,66,8,76018.65,1,0,1,183134.36,1
380,Germany,Male,62,9,165183.84,1,1,0,142297.42,1
433,Germany,Male,26,7,69760.6,1,1,1,146101.93,0
501,Germany,Female,32,3,190689.21,4,0,0,67767.83,1
822,Germany,Male,56,0,30131.25,4,1,1,146039.39,1
385,France,Female,50,9,190691.2,4,1,1,144856.73,0
562,Spain,Male,18,3,109932.16,1,1,1,122986.45,1
763,France,Female,22,2,213887.37,4,1,0,77884.8,1
757,Germany,Female,73,5,184732.71,2,0,1,164092.74,1
713,Spain,Female,26,10,94129.91,2,1,1,188128.41,0
455,France,Female,61,4,225884.8,2,0,1,175278.8,1
763,France,Male,23,4,70834.28,3,1,1,56166.05,0
691,Germany,Female,45,1,241747.16,1,0,0,94678.03,1
569,France,Female,62,2,191800.85,3,0,0,75058.73,1
740,France,Female,43,10,247668.71,4,1,0,144421.11,1
512,France,Male,45,5,13476.15,1,1,0,167983.16,1
788,France,Male,57,1,68509.01,2,1,1,51001.27,0
569,France,Male,32,3,185316.06,1,1,1,189982.35,1
619,Germany,Male,23,1,230562.43,3,1,1,138692.54,1
469,Germany,Male,44,8,7192.7,4,0,0,51505.1,1
743,France,Male,55,2,2.32,4,0,1,80507.98,1
685,Germany,Female,21,9,64060.66,3,0,0,29875.3,1
749,Germany,Female,28,9,213194.67,1,1,0,123443.11,1
531,Spain,Female,38,5,191788.28,3,1,0,42146.39,1
828,France,Male,47,0,85069.37,4,1,1,141687.09,1
455,Germany,Female,35,10,502.82,2,0,1,150076.88,0
566,Germany,Female,52,9,138676.44,4,1,1,101073.62,1
554,France,Male,20,2,59488.87,4,0,0,27825.19,0
419,Spain,Female,29,7,186402.23,1,0,1,126065.91,1
393,France,Male,44,4,111587.42,2,1,1,80719.0,0
678,Spain,Female,70,7,169650.48,4,0,0,190433.02,1
650,France,Male,47,1,213077.21,2,0,1,107509.08,0
577,France,Male,38,6,133939.95,3,0,1,23730.55,0
533,France,Male,55,8,83988.89,1,1,0,130849.33,1
456,France,Female,38,6,192385.89,2,0,0,158077.2,1
433,Spain,Female,55,2,66296.81,2,1,1,40495.53,1
687,Spain,Male,57,6,222879.7,1,1,0,95320.9,1
599,Germany,Male,32,7,17856.91,3,0,1,151207.42,1
712,France,Female,35,0,208867.16,2,1,1,13893.79,1
790,Spain,Female,69,2,22888.93,1,0,0,15504.26,1
370,Spain,Male,46,4,14034.25,4,1,0,138613.29,1
545,Spain,Female,65,5,90814.23,1,1,0,147774.03,1
527,France,Female,55,2,239137.34,4,1,0,170715.19,1
766,Germany,Female,38,3,245871.51,2,1,1,85923.97,0
824,Spain,Male,34,4,50517.63,2,1,0,84057.57,1
356,France,Male,58,2,37159.39,2,1,0,114949.91,1
419,Spain,Female,68,3,88238.33,3,1,0,153892.12,1
476,Spain,Male,35,4,84271.71,3,0,0,131788.52,1
748,Germany,Female,74,1,189898.22,4,0,1,72191.43,1
815,Spain,Female,72,9,110999.76,1,0,0,75843.98,1
509,Spain,Male,54,8,194970.9,4,1,0,154970.94,1
597,France,Male,55,9,187178.27,1,0,1,111582.87,1
552,France,Male,29,7,144577.61,2,1,0,28615.47,1
497,Germany,Female,28,5,208378.02,1,1,1,39069.04,1
821,France,Female,65,9,48911.94,3,1,1,171726.17,1
492,France,Male,69,10,40452.62,1,1,1,199772.65,0
781,Germany,Male,66,2,187662.56,1,1,1,73779.75,1
548,Spain,Male,37,10,61199.27,2,1,0,83473.32,1
754,Germany,Female,26,1,698.6,2,1,1,39352.72,1
775,France,Female,18,6,227990.04,3,1,0,54785.49,0
503,Germany,Female,75,7,155734.26,1,0,1,90679.67,1
841,Spain,Male,20,9,111234.42,1,1,1,64034.03,1
725,Germany,Male,38,0,181434.13,1,0,0,143270.72,1
733,France,Female,40,5,83332.93,2,0,0,112191.39,1
491,France,Male,26,6,238416.51,3,1,1,166236.45,1
662,Germany,Male,71,8,17155.07,1,0,0,147659.73,1
514,Spain,Male,36,2,160237.05,1,1,1,34339.12,0
663,Germany,Male,62,1,194322.37,1,0,0,33443.9,1
370,Spain,Female,72,4,117281.48,1,1,1,180173.24,1
431,Spain,Male,63,9,188742.09,3,0,0,165707.14,1
418,Germany,Female,69,0,231727.6,3,1,0,98904.29,1
480,Spain,Female,36,5,185998.48,3,0,1,34769.19,1
436,France,Male,40,8,77341.72,2,1,1,180729.5,1
567,Germany,Female,44,9,140461.59,1,1,1,53833.11,1
770,Spain,Female,44,8,227900.88,1,0,0,16751.61,1
821,France,Male,56,6,112274.43,1,0,0,185605.51,1
654,Germany,Female,53,10,170424.62,1,0,1,163697.77,1
752,France,Female,29,6,116378.68,4,0,0,141761.52,1
720,France,Female,72,7,30336.04,3,1,1,16465.77,1
694,France,Female,44,9,14649.41,4,0,0,110401.92,1
690,Spain,Female,63,1,238068.49,4,0,0,134190.87,1
733,Germany,Female,51,5,153135.44,2,1,0,154275.98,1
745,Germany,Female,50,4,25953.73,2,1,1,99504.04,0
794,Spain,Female,45,4,214359.64,1,1,0,191136.37,1
774,Germany,Male,48,2,130673.28,4,0,0,56508.4,1
510,France,Male,49,2,192983.03,4,0,0,23249.63,1
527,Germany,Male,67,5,31689.05,3,0,0,73225.59,1
466,Spain,Female,37,9,226727.61,4,0,1,135742.93,0
545,France,Female,57,9,147633.86,2,1,0,150059.87,1
732,Spain,Female,52,6,184565.17,4,0,0,150314.41,1
839,France,Male,48,0,7844.92,2,0,0,31028.03,1
676,France,Male,75,2,78826.23,1,1,0,178167.0,1
435,Germany,Male,48,0,66861.35,2,1,1,63358.4,1
638,France,Female,55,9,237398.75,1,1,0,49883.11,1
430,Spain,Male,39,2,46334.64,3,0,0,126746.92,1
501,Germany,Male,62,4,176762.93,1,0,0,50251.32,1
410,Spain,Female,58,8,10688.38,4,1,0,106527.31,1
410,France,Male,26,2,49421.02,2,0,1,87335.64,1
703,Spain,Female,69,9,84649.34,1,0,0,54086.51,1
377,Spain,Male,26,9,198626.46,1,1,0,65491.33,1
791,France,Female,32,8,197494.15,1,1,1,91207.37,1
392,Germany,Female,30,0,238150.47,1,1,0,75770.47,1
518,Spain,Female,39,5,229191.88,1,0,1,82499.4,1
772,France,Female,33,8,20378.65,1,0,0,149732.58,1
435,Germany,Female,49,4,207466.93,2,0,0,41992.18,1
526,Germany,Male,19,10,112793.39,4,1,0,129247.53,1
366,Germany,Female,43,9,216471.52,4,0,0,138849.98,1
447,Spain,Female,31,1,22321.56,1,0,0,162396.54,1
803,Spain,Female,55,4,205692.28,2,1,0,170992.16,1
843,Spain,Female,51,0,39910.63,1,0,0,40146.45,1
547,Germany,Male,25,8,83460.41,3,0,0,36269.54,0
447,Spain,Female,53,9,7212.1,4,1,0,126806.49,1
414,France,Male,38,9,30932.02,1,1,0,153814.14,1
679,Spain,Female,73,8,111431.47,2,1,0,61742.02,1
690,Spain,Female,63,5,204584.58,4,1,0,109910.97,1
354,Germany,Male,60,10,193417.44,2,1,1,156725.49,1
351,Spain,Male,73,8,58824.44,3,0,0,155825.59,1
371,France,Male,45,2,37922.61,1,1,1,134225.83,0
461,Germany,Female,63,3,97315.87,3,1,1,24969.66,1
406,France,Male,61,5,220817.09,4,1,0,19622.33,1
415,Germany,Female,65,3,22856.27,1,0,1,83804.61,1
679,Germany,Male,23,0,135728.5,4,0,0,15070.61,1
447,Spain,Male,37,6,22201.87,1,1,0,181787.42,1
493,France,Female,48,4,117553.03,2,0,1,13827.49,0
717,Germany,Male,50,7,31697.88,4,0,1,15626.44,0
784,Spain,Male,61,8,20084.23,3,0,1,41412.2,1
474,Germany,Female,24,4,47712.33,3,1,0,129132.88,1
516,Germany,Female,25,7,63814.0,2,0,1,112895.29,0
435,Germany,Female,26,0,69066.34,2,0,1,135302.56,0
425,Germany,Male,19,0,161316.99,3,1,1,179775.48,1
693,Germany,Male,34,6,13745.47,2,1,0,96439.67,1
844,Germany,Male,69,5,20202.26,1,0,0,18336.44,1
773,Spain,Male,62,4,47176.54,3,1,1,155064.36,1
643,Germany,Male,54,4,218015.77,4,1,1,164273.25,1
793,France,Female,59,8,157151.23,3,1,1,19478.79,1
408,Spain,Male,61,0,182592.41,2,1,1,56141.37,1
487,France,Female,34,7,92590.54,1,0,1,156413.39,1
448,Germany,Male,70,1,53305.09,4,1,1,81469.5,1
541,France,Female,55,6,9490.34,3,1,1,99803.77,1
592,Germany,Male,52,5,122133.9,3,0,0,166403.39,1
668,Germany,Male,64,9,143570.24,4,1,1,27977.71,1
398,Spain,Female,56,1,224250.7,1,0,1,138684.02,1
797,Spain,Male,47,2,220523.24,2,1,0,50847.03,1
381,Germany,Female,23,3,106171.29,2,0,1,21903.77,1
740,Spain,Male,21,6,105894.48,2,1,0,135874.59,1
626,France,Male,68,7,40280.72,2,1,1,33068.33,1
369,Spain,Female,54,10,64362.25,4,0,0,151931.38,1
503,Spain,Male,52,1,231415.89,1,0,1,48514.02,1
732,France,Female,75,7,35259.0,1,0,1,19217.28,1
417,Spain,Male,74,10,242174.89,3,0,0,28866.52,1
715,Germany,Male,26,8,126184.64,3,0,0,169841.35,1
721,France,Male,23,6,114151.69,1,1,0,80483.96,1
563,Germany,Male,30,0,43659.6,3,0,1,67430.66,1
492,France,Male,39,5,165385.31,1,1,1,103327.78,1
725,Germany,Male,45,7,114961.38,4,0,1,130257.19,1
581,Germany,Male,47,4,92665.77,4,0,1,17049.43,0
562,Spain,Female,69,1,66129.05,2,1,1,180655.82,1
428,Germany,Male,53,4,16621.7,1,1,0,192111.46,1
563,Spain,Male,19,7,129832.03,4,1,1,89288.3,1
465,France,Male,75,1,78227.08,1,1,0,88399.49,1
441,Germany,Female,53,0,176966.3,3,0,0,176926.39,1
619,Germany,Female,25,3,180880.59,1,1,1,91569.24,1
760,France,Male,62,3,83026.75,2,0,1,172676.09,1
730,France,Male,59,8,167280.17,2,0,0,15384.02,1
838,Germany,Male,67,2,64668.81,4,0,1,103033.62,0
517,France,Female,26,3,181793.43,3,1,0,190961.52,1
407,Spain,Male,18,2,4019.29,3,1,1,58032.89,0
633,France,Female,30,1,37902.19,1,1,0,60569.42,1
375,France,Male,67,3,61252.17,3,1,1,129723.37,1
718,Germany,Female,32,7,193233.87,2,1,1,185976.27,1
796,Spain,Female,49,0,16594.06,4,1,1,47761.03,0
415,France,Male,51,7,47014.29,4,0,0,185113.69,1
758,Spain,Male,60,7,89656.03,4,1,1,135970.71,1
597,Spain,Male,48,2,2293.75,3,0,0,198678.99,0
603,Spain,Male,31,9,190530.24,3,0,1,149927.18,0
736,Germany,Male,71,9,140026.29,2,1,1,136882.1,1
805,France,Male,64,5,225169.85,1,1,0,164831.6,1
393,Germany,Male,31,3,7757.76,1,1,0,43276.66,1
446,France,Female,65,0,67847.67,4,1,0,189737.27,1
391,France,Male,72,0,182812.91,4,0,1,41463.15,0
849,Germany,Male,46,4,168787.35,3,1,1,14877.37,0
576,Spain,Female,64,7,60764.36,4,1,1,142592.8,1
611,Spain,Male,36,0,148921.93,2,0,1,45073.13,0
516,France,Male,44,1,198439.41,2,0,1,154163.1,1
785,Germany,Male,26,6,8345.18,4,1,1,161057.41,0
628,Spain,Male,54,7,179407.1,4,0,1,54972.86,1
438,Spain,Female,54,2,63024.27,4,1,0,26476.86,1
728,France,Female,60,10,236962.82,4,1,1,105155.98,1
527,France,Male,45,7,134555.06,4,0,0,179141.52,1
776,Germany,Male,69,0,8346.55,2,0,1,170985.31,1
752,France,Female,74,8,100857.65,1,1,0,32245.67,1
546,Spain,Male,41,1,241577.96,2,1,0,193308.82,1
656,Spain,Female,45,1,182593.25,2,1,0,60150.35,1
616,Spain,Female,53,3,75119.75,4,0,1,76384.32,1
617,Spain,Female,69,9,143816.82,1,0,0,38319.55,1
423,Germany,Male,35,2,149775.34,4,1,0,81782.56,0
357,Germany,Male,42,3,5837.04,2,1,0,130771.81,0
757,France,Male,52,5,44708.34,1,0,0,106154.87,1
825,France,Female,21,6,137944.23,3,1,1,167232.5,0
646,France,Male,31,4,100688.14,4,0,1,131847.15,1
513,Germany,Male,56,1,47509.45,3,1,1,60073.45,0
834,Spain,Female,43,2,193167.18,3,0,1,115913.23,0
434,France,Male,25,9,122248.72,3,1,0,22196.31,1
421,Spain,Male,41,10,77493.29,3,1,1,120350.21,0
404,France,Male,33,2,40419.34,1,1,0,84036.13,1
742,France,Female,37,4,152790.84,4,0,1,28695.71,0
396,France,Male,32,10,166565.33,1,1,0,68418.15,1
748,France,Female,24,4,167399.3,4,1,0,180636.53,1
781,France,Female,75,3,55071.84,4,1,0,121347.21,1
587,Spain,Female,34,7,148834.6,4,1,0,181620.32,1
453,France,Male,39,5,226351.62,1,1,1,88052.76,1
559,Spain,Male,39,5,88296.9,2,1,1,195992.63,0
391,Germany,Male,71,0,52691.73,3,0,0,78403.62,1
665,France,Female,29,5,193037.38,2,0,0,153792.88,1
817,Spain,Female,35,2,44220.74,2,1,1,68026.59,0
803,Germany,Male,73,5,63437.18,2,1,1,30138.2,0
617,Germany,Female,63,9,25161.1,3,0,1,168280.75,1
735,Germany,Male,64,10,66968.58,2,0,0,154890.49,1
612,Spain,Male,32,5,102583.77,3,1,0,165919.52,1
685,France,Male,54,1,16039.47,3,0,0,66941.96,1
736,France,Male,33,0,217927.23,3,1,0,143695.71,1
714,Spain,Male,22,10,128418.7,4,1,1,51785.34,1
608,France,Male,19,2,147025.91,4,0,0,12149.19,1
632,Spain,Male,69,4,92821.44,2,1,1,174632.87,0
463,France,Female,45,3,167458.81,4,1,0,109469.84,1
712,Germany,Male,74,6,107945.43,3,1,1,196894.13,1
389,France,Female,58,3,190328.44,4,1,0,83156.78,1
835,Spain,Female,71,7,205350.54,3,0,1,191805.87,1
766,Spain,Male,44,6,167962.28,1,0,1,126860.88,0
569,Germany,Female,48,9,122833.9,4,0,0,107318.96,1
478,Spain,Female,58,8,195567.34,2,1,1,67533.82,1
357,France,Female,53,0,123571.33,1,0,1,166802.5,1
450,France,Male,64,4,27877.48,1,0,1,167471.0,1
765,Germany,Male,60,3,29085.06,4,0,0,89216.61,1
729,Spain,Male,18,5,237145.78,4,1,0,148185.7,1
525,Germany,Male,67,0,53390.75,2,1,0,94975.21,1
456,France,Male,46,5,203981.25,1,1,0,150535.27,1
450,Germany,Female,18,0,61676.35,3,1,1,198896.13,1
609,Spain,Female,25,0,107695.02,4,1,1,59874.3,1
827,Germany,Male,74,7,163737.03,1,0,0,130469.97,1
803,Spain,Female,33,1,39716.79,1,0,1,82176.81,1
715,Spain,Female,75,9,184311.62,3,0,0,114190.6,1
595,France,Female,45,5,172478.24,1,1,0,176087.98,1
624,France,Female,39,5,135770.72,4,0,1,76039.42,1
381,France,Male,35,5,141472.44,3,0,0,23753.78,1
486,Spain,Male,39,7,26442.95,4,1,1,161798.07,1
361,Germany,Male,58,3,108987.29,2,1,0,115454.72,1
744,Spain,Female,29,2,21642.85,1,1,0,95386.18,1
651,France,Female,36,5,76965.82,4,1,0,44833.28,1
724,France,Male,42,3,225078.04,4,0,1,27642.02,1
365,Germany,Male,67,1,143633.35,2,1,0,62959.76,1
478,France,Female,22,5,185675.86,1,1,1,146591.81,1
412,France,Male,51,9,143471.47,4,1,0,88236.48,1
458,France,Male,56,4,48559.19,3,0,0,118343.24,1
724,Germany,Female,27,10,148702.08,4,0,1,25588.66,1
850,Spain,Female,64,8,188847.02,4,0,1,33416.18,1
370,France,Male,74,10,34601.25,4,0,1,12148.11,1
507,Germany,Female,24,5,204226.68,4,0,1,137924.05,1
618,France,Male,54,2,138848.04,1,1,1,60246.36,1
511,Germany,Female,64,10,1068.8,4,1,1,193716.05,1
609,France,Female,69,4,129944.62,2,1,0,68606.6,1
761,Germany,Male,69,9,98917.87,4,0,1,79087.43,0
451,France,Female,32,7,74111.63,3,1,0,99203.07,1
572,Spain,Male,59,8,192814.3,3,0,0,70636.74,1
408,France,Female,41,7,224874.97,4,0,0,165314.21,1
596,Germany,Male,43,2,190663.27,4,1,1,176479.29,1
477,France,Female,43,8,211693.15,2,1,0,12096.86,1
632,Spain,Female,63,2,227195.24,2,1,0,134385.71,1
674,France,Male,43,7,228157.33,1,1,0,140356.77,1
374,Germany,Female,75,9,28659.54,1,0,1,192670.73,0
480,Germany,Male,27,8,114096.37,3,0,0,80375.85,1
702,Spain,Female,34,6,71.62,4,0,1,47103.19,0
545,Germany,Female,70,3,126615.65,4,1,0,108910.4,1
630,France,Male,31,9,231060.98,2,0,1,95035.58,1
753,France,Female,19,8,49775.57,2,1,1,160428.98,0
767,France,Female,65,2,159946.66,1,0,0,181755.33,1
503,Germany,Male,30,2,161094.76,1,1,0,26474.53,1
731,France,Female,44,1,40088.5,3,0,1,170850.1,1
482,France,Male,26,9,59631.86,2,1,1,182704.47,1
576,France,Male,24,2,115505.45,4,1,1,185585.82,1
538,Spain,Male,65,0,47052.34,2,0,0,155218.87,1
825,Germany,Female,27,3,146248.49,2,1,0,150995.69,1
826,Germany,Female,73,7,121135.43,2,0,0,12830.39,1
614,Germany,Male,71,4,129799.54,1,1,0,184836.41,1
721,Spain,Female,26,1,33616.89,4,0,0,76785.99,1
835,Germany,Male,39,2,129312.96,4,1,1,17813.16,1
783,Spain,Female,40,0,12369.55,1,0,1,88466.07,0
483,Spain,Male,24,1,220383.82,1,0,1,149242.0,0
560,Germany,Male,65,0,85812.42,4,0,1,93971.49,1
409,France,Female,26,1,214084.33,3,0,1,154022.11,1
777,France,Male,44,2,175414.09,2,1,1,106787.79,1
726,Germany,Male,41,0,191543.15,4,1,0,66891.16,1
744,Germany,Female,46,10,78636.12,1,0,1,48553.35,1
799,Spain,Male,34,8,56935.98,4,0,0,90009.63,0
780,Germany,Male,37,9,101685.14,2,1,0,16802.66,1
713,Spain,Female,24,4,6056.47,4,0,0,90283.34,1
713,Germany,Male,60,7,229688.92,1,0,0,23037.82,1
806,France,Male,57,4,96753.57,3,0,1,176630.89,0
562,France,Male,24,7,247139.15,1,1,1,119341.4,0
565,Germany,Male,45,6,190362.36,3,0,0,132748.16,1
575,Spain,Male,36,3,20128.75,2,1,0,64884.16,1
819,France,Male,37,6,165047.07,1,1,1,52906.0,1
480,Spain,Male,61,5,67709.79,4,1,1,144502.0,1
425,Germany,Male,56,2,60929.66,1,0,1,137597.44,1
825,Germany,Female,57,8,64140.67,1,0,0,33308.91,1
635,France,Male,24,9,229018.76,2,0,1,55341.86,0
823,Germany,Male,23,8,124995.04,3,1,1,189849.4,1
845,France,Female,42,4,167367.72,3,0,0,67793.71,1
626,Spain,Male,58,7,70236.96,4,0,0,14907.99,1
505,France,Male,30,6,130738.61,1,1,1,22118.59,1
597,France,Male,56,8,87525.03,2,1,0,157344.01,1
567,Spain,Male,57,6,80284.76,3,1,0,153859.58,1
539,France,Male,39,3,61742.21,4,0,0,82547.18,0
766,France,Male,66,3,102251.72,3,0,0,39108.15,1
818,Germany,Female,34,10,165007.53,4,0,0,104639.99,1
512,Spain,Female,65,7,55510.94,3,1,1,73058.84,1
529,France,Female,39,5,241361.0,4,0,1,81053.99,0
383,Spain,Female,51,8,31152.92,3,1,1,59587.22,0
390,Spain,Female,25,9,120051.8,3,0,1,21943.0,1
656,France,Male,66,6,21257.05,1,0,1,160320.26,1
780,Germany,Male,62,6,5666.33,4,0,0,127461.96,1
687,Spain,Male,35,3,230669.33,4,0,1,168580.67,1
663,France,Male,41,2,202596.2,1,0,1,105608.38,1
424,Spain,Male,71,7,173538.84,1,1,0,197147.46,1
790,Germany,Female,59,6,216297.7,3,1,1,192879.73,1
628,Germany,Female,19,3,200712.11,3,0,1,61638.86,1
525,Germany,Male,19,3,161809.43,3,0,1,83525.62,1
733,France,Male,44,0,211835.58,1,1,1,153014.79,1
499,France,Male,31,10,97700.14,3,0,0,157554.66,0
622,Germany,Female,65,6,138187.96,1,1,0,183032.84,1
674,France,Female,56,0,194077.66,3,0,0,134000.43,1
457,Germany,Male,70,9,21199.5,1,0,0,100272.99,1
488,France,Female,70,9,214661.37,4,1,1,81753.79,1
699,Germany,Male,73,3,39207.61,2,1,1,89643.92,1
620,Spain,Female,29,10,216135.31,3,0,1,171576.98,0
696,Germany,Female,49,2,77833.22,3,1,1,196201.68,1
768,Germany,Male,45,10,81695.71,1,1,1,19862.75,1
638,France,Female,72,2,18487.17,4,0,1,120246.49,1
561,France,Female,45,0,221474.91,4,0,1,108810.25,0
730,France,Male,63,3,43627.6,3,0,0,81467.03,1
621,France,Female,42,0,157512.48,1,0,0,171799.52,1
767,France,Male,21,7,160991.9,1,1,0,119391.17,1
415,France,Female,43,0,70287.88,2,0,0,69492.05,1
832,Spain,Male,53,5,246415.24,4,0,0,94379.77,1
773,Germany,Male,67,6,16041.55,2,1,0,77792.68,1
597,Germany,Female,20,9,151968.0,4,1,0,91716.27,1
505,Germany,Female,18,1,119885.98,3,0,1,23540.5,1
396,Spain,Male,34,3,61371.03,3,0,1,31264.01,0
772,Germany,Female,24,10,40887.93,1,1,1,128501.42,1
803,Spain,Female,65,2,184271.09,1,0,1,139972.99,1
550,Spain,Female,22,8,229078.72,1,1,0,130957.88,1
497,Spain,Male,36,6,26886.57,4,1,0,154984.33,1
473,Germany,Male,56,1,48495.05,1,1,0,189271.46,1
350,Spain,Male,63,10,246567.44,3,0,0,173517.48,1
805,Germany,Female,51,5,3755.67,2,0,1,89516.82,0
596,Germany,Female,52,8,127062.99,3,1,1,51333.2,1
692,France,Male,66,2,129028.21,3,0,1,69251.92,1
477,France,Male,33,10,65790.38,3,1,1,121670.88,1
540,Spain,Female,57,5,165757.22,2,0,0,172679.58,1
416,Spain,Female,67,2,236235.23,3,0,0,143327.58,1
353,Germany,Female,64,2,112553.48,4,1,1,113172.49,1
791,Spain,Female,56,3,187354.88,4,0,1,124356.89,1
758,Spain,Male,44,8,161517.56,2,0,1,110369.63,1
652,Germany,Female,58,10,118235.47,4,0,1,194609.23,0
643,Spain,Female,55,7,12453.07,1,1,1,165057.38,0
492,Spain,Male,67,0,185437.45,4,0,1,158442.67,0
540,Germany,Male,67,10,90812.86,3,1,0,108292.51,1
370,Germany,Female,42,0,56123.67,4,0,0,73043.8,1
576,France,Male,43,6,237067.16,1,0,1,13707.68,1
662,Germany,Female,73,2,193375.69,1,0,0,18251.7,1
466,France,Female,31,10,240567.17,1,1,0,15745.21,1
786,Spain,Male,31,6,64054.23,3,1,0,196290.59,1
651,Germany,Male,31,8,208948.33,1,1,1,31751.64,1
849,Germany,Female,42,2,151930.35,3,0,0,37002.58,1
491,Germany,Male,53,2,245375.92,1,0,0,101988.5,1
833,Spain,Female,21,1,236579.24,3,0,0,101466.22,1
809,France,Female,64,9,243242.01,3,1,0,184795.02,1
750,Spain,Female,32,0,237941.9,3,0,0,23971.22,1
388,Spain,Male,49,8,1915.22,4,0,0,191875.44,1
742,Germany,Female,35,5,185271.35,1,1,0,51114.15,1
704,France,Female,31,5,67983.64,3,0,1,194329.22,0
601,Spain,Female,75,7,176256.77,1,1,0,112851.58,1
682,Germany,Male,18,10,245152.8,4,0,0,133882.42,1
556,Spain,Female,59,4,9839.85,2,0,0,69988.47,1
559,Spain,Female,37,8,141746.96,1,0,1,126246.55,1
464,Germany,Female,27,10,183738.29,1,0,0,145057.66,1
574,Germany,Male,27,4,63339.7,4,0,1,11970.33,0
483,France,Female,41,1,56280.48,3,1,0,16503.4,1
600,Spain,Female,51,5,15086.38,1,0,1,197430.63,1
568,Germany,Male,45,8,23479.96,2,0,1,96935.85,1
756,Germany,Male,44,2,164187.48,4,1,1,187805.33,0
792,France,Female,57,9,126302.65,3,1,0,148680.55,1
440,France,Female,18,3,7518.06,1,1,1,80863.98,1
703,Germany,Female,50,9,242415.44,1,0,0,38659.98,1
725,France,Male,21,10,164011.47,4,1,0,195848.83,1
